augments_0,augments_1,augments_2,last_round,level,placement,puuid,time_eliminated,total_damage_to_players,traits_0_name,traits_0_num_units,traits_0_style,traits_0_tier_current,traits_0_tier_total,traits_1_name,traits_1_num_units,traits_1_style,traits_1_tier_current,traits_1_tier_total,traits_2_name,traits_2_num_units,traits_2_style,traits_2_tier_current,traits_2_tier_total,traits_3_name,traits_3_num_units,traits_3_style,traits_3_tier_current,traits_3_tier_total,traits_4_name,traits_4_num_units,traits_4_style,traits_4_tier_current,traits_4_tier_total,traits_5_name,traits_5_num_units,traits_5_style,traits_5_tier_current,traits_5_tier_total,traits_6_name,traits_6_num_units,traits_6_style,traits_6_tier_current,traits_6_tier_total,traits_7_name,traits_7_num_units,traits_7_style,traits_7_tier_current,traits_7_tier_total,traits_8_name,traits_8_num_units,traits_8_style,traits_8_tier_current,traits_8_tier_total,traits_9_name,traits_9_num_units,traits_9_style,traits_9_tier_current,traits_9_tier_total,traits_10_name,traits_10_num_units,traits_10_style,traits_10_tier_current,traits_10_tier_total,units_0_character_id,units_0_name,units_0_rarity,units_0_tier,units_1_character_id,units_1_itemNames_0,units_1_name,units_1_rarity,units_1_tier,units_2_character_id,units_2_name,units_2_rarity,units_2_tier,units_3_character_id,units_3_name,units_3_rarity,units_3_tier,units_4_character_id,units_4_itemNames_0,units_4_itemNames_1,units_4_name,units_4_rarity,units_4_tier,units_5_character_id,units_5_itemNames_0,units_5_itemNames_1,units_5_name,units_5_rarity,units_5_tier,units_6_character_id,units_6_itemNames_0,units_6_itemNames_1,units_6_name,units_6_rarity,units_6_tier,units_7_character_id,units_7_itemNames_0,units_7_itemNames_1,units_7_itemNames_2,units_7_name,units_7_rarity,units_7_tier,units_8_character_id,units_8_name,units_8_rarity,units_8_tier,traits_11_name,traits_11_num_units,traits_11_style,traits_11_tier_current,traits_11_tier_total,traits_12_name,traits_12_num_units,traits_12_style,traits_12_tier_current,traits_12_tier_total,units_2_itemNames_0,units_2_itemNames_1,units_2_itemNames_2,units_5_itemNames_2,units_0_itemNames_0,units_3_itemNames_0,units_3_itemNames_1,units_3_itemNames_2,units_4_itemNames_2,units_6_itemNames_2,units_0_itemNames_1,units_0_itemNames_2,units_1_itemNames_1,units_1_itemNames_2,units_8_itemNames_0,traits_13_name,traits_13_num_units,traits_13_style,traits_13_tier_current,traits_13_tier_total
TFT8_Augment_NasusSupport,TFT7_Augment_PandorasBench,TFT6_Augment_PortableForge,28,8,7,zfR79Fa3nMSrvnoH1Y2FnkWp_PmigyERUTKfjdcVAc7LyNPlFM7FWpetK98y66gwyYDBwIqvU_51Fg,1660.814209,53,Set8_Ace,1,1,1,2,Set8_Aegis,2,1,1,4,Set8_AnimaSquad,5,3,2,3,Set8_Brawler,1,0,0,4,Set8_Defender,1,0,0,3,Set8_Mascot,2,1,1,4,Set8_OxForce,1,0,0,4,Set8_Prankster,2,1,1,2,Set8_Renegade,1,0,0,2,Set8_StarGuardian,1,0,0,4,,,,,,TFT8_Sylas,,0,2,TFT8_Nasus,,,0,2,TFT8_Jinx,,1,1,TFT8_Riven,,2,2,TFT8_Alistar,,,,2,1,TFT8_MissFortune,TFT_Item_SpearOfShojin,TFT4_Item_OrnnMuramana,,4,2,TFT8_MissFortune,TFT_Item_JeweledGauntlet,,,4,2,TFT8_Ekko,TFT_Item_Shroud,,,,4,2,,,,,,,,,,,,,,,,,,TFT_Item_MadredsBloodrazor,,TFT_Item_RedBuff,TFT_Item_DragonsClaw,TFT_Item_IonicSpark,,,,,,,,,,,,
TFT8_Augment_WukongCarry,TFT8_Augment_DefenderTrait,TFT6_Augment_ComponentGrabBag,44,9,1,ik1XgS5EI_JTupQZRzYLySPunb8BEFXcsPJp6Mg-0kL7YbAfY6Xgusv7srA9oCdXTYmBbhZ-6rljvg,2576.637207,207,Set8_Ace,1,1,1,2,Set8_Aegis,1,0,0,4,Set8_AnimaSquad,1,0,0,3,Set8_Brawler,2,1,1,4,Set8_Defender,6,4,3,3,Set8_ExoPrime,5,3,2,2,Set8_GenAE,1,0,0,2,Set8_Renegade,1,0,0,2,Set8_StarGuardian,1,0,0,4,Set8_Threat,1,0,1,1,,,,,,TFT8_Poppy,,0,2,TFT8_WuKong,TFT_Item_JeweledGauntlet,,0,3,TFT8_Rell,,1,3,TFT8_Draven,,1,3,TFT8_Riven,TFT_Item_Redemption,TFT_Item_IonicSpark,,2,3,TFT8_Jax,,,,2,2,TFT8_Sett,,,,4,2,TFT8_Urgot,TFT_Item_MadredsBloodrazor,,,,6,2,TFT8_Leona,,6,2,,,,,,,,,,,TFT_Item_Chalice,TFT_Item_Chalice,TFT_Item_Chalice,,TFT_Item_Shroud,TFT_Item_LastWhisper,TFT_Item_Deathblade,TFT_Item_MadredsBloodrazor,TFT_Item_RedBuff,,,,TFT_Item_TitansResolve,TFT_Item_UnstableConcoction,,,,,,
TFT8_Augment_TalonCarry,TFT6_Augment_FirstAidKit,TFT6_Augment_JeweledLotus,40,9,3,D18I28dokYItCL1AGBxHjalSFbKNRDt7JjJEuBTtUZWYaLnHqnjdOiHSKnfthaWuTuUDJTxopmbmxg,2374.029541,117,Set8_Ace,1,1,1,2,Set8_Aegis,2,1,1,4,Set8_Arsenal,1,3,1,1,Set8_Channeler,1,0,0,4,Set8_Corrupted,1,3,1,1,Set8_Deadeye,2,1,1,2,Set8_Duelist,1,0,0,4,Set8_ExoPrime,1,0,0,2,Set8_GenAE,1,0,0,2,Set8_Mascot,1,0,0,4,Set8_OxForce,6,3,3,4,TFT8_Talon,,0,3,TFT8_Fiora,TFT_Item_RedBuff,,1,3,TFT8_Annie,,1,3,TFT8_Alistar,,2,2,TFT8_Viego,TFT_Item_ThiefsGloves,TFT_Item_BrambleVest,,4,2,TFT8_Samira,,,,4,1,TFT8_Aphelios,,,,6,2,TFT8_Leona,,,,,6,1,TFT8_Fiddlesticks,,6,1,Set8_Renegade,3,3,1,2,Set8_Threat,1,0,1,1,TFT_Item_TitansResolve,TFT_Item_Chalice,TFT_Item_TitansResolve,,TFT_Item_Bloodthirster,TFT_Item_TitanicHydra,,,TFT_Item_TitansResolve,,TFT_Item_RabadonsDeathcap,TFT_Item_HextechGunblade,TFT_Item_Redemption,TFT_Item_TitanicHydra,,Set8_UndergroundThe,1,0,0,4
TFT8_Augment_GangplankCarry,TFT7_Augment_Preparation,TFT6_Augment_ThrillOfTheHunt2,32,7,4,t5lnvjlGvNBtbqxkMe_6pWSuSwy0_Wfnikdx802h1dZyKdZql-_H08g4d2TIPG3ZKJAlWoZd4b9PQA,1860.934448,99,Set8_Brawler,1,0,0,4,Set8_Civilian,1,1,1,3,Set8_Duelist,2,1,1,4,Set8_Heart,3,1,1,3,Set8_Mascot,3,1,1,4,Set8_StarGuardian,2,0,0,4,Set8_Supers,3,3,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,TFT8_Galio,,0,3,TFT8_Kayle,,,0,3,TFT8_Gangplank,,0,3,TFT8_LeeSin,,1,3,TFT8_Malphite,TFT_Item_LocketOfTheIronSolari,,,1,3,TFT8_Yuumi,,,,1,2,TFT8_Syndra,,,,6,1,,,,,,,,,,,,,,,,,,,,,,TFT_Item_JeweledGauntlet,TFT_Item_SeraphsEmbrace,TFT_Item_MadredsBloodrazor,,TFT_Item_WarmogsArmor,,,,,,TFT_Item_IonicSpark,TFT_Item_RedBuff,,,,,,,,
TFT8_Augment_AsheSupport,TFT6_Augment_CyberneticUplink1,TFT6_Augment_SalvageBin,30,7,6,rSvUj3xx3tBc5hJClj-eQUsEmGzD7iGIw1sKDybjSIufdqBfyvwB10NbEy5acKMpYJd2fE4CpTMa_w,1768.407227,40,Set8_AnimaSquad,1,0,0,3,Set8_Duelist,1,0,0,4,Set8_Recon,4,3,3,3,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,1,0,0,4,Set8_Threat,2,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,,,,,,TFT8_Ashe,,0,2,TFT8_Ezreal,,,1,2,TFT8_Vayne,,2,3,TFT8_Chogath,,2,2,TFT8_Rammus,,,,2,2,TFT8_Rammus,TFT_Item_Redemption,TFT_Item_ChainVest,,2,2,TFT8_Kaisa,TFT_Item_HextechGunblade,TFT_Item_PowerGauntlet,,2,2,,,,,,,,,,,,,,,,,,,,,,TFT_Item_HextechGunblade,TFT_Item_SpearOfShojin,,,,TFT_Item_GargoyleStoneplate,TFT_Item_DragonsClaw,TFT_Item_DragonsClaw,,TFT_Item_StatikkShiv,,,,,,,,,,
TFT8_Augment_NasusCarry,TFT6_Augment_ThrillOfTheHunt1,TFT8_Augment_MascotEmblem,31,7,5,R44ZMhdFWFghDVnpmlxaNKwzAdAqL_j-wJ5uPlfCbCXN71Ud11Joc0nvZ-UPLAFWNZFDRnxOeBAFNQ,1854.711792,70,Set8_Aegis,1,0,0,4,Set8_AnimaSquad,1,0,0,3,Set8_Brawler,1,0,0,4,Set8_Duelist,1,0,0,4,Set8_GenAE,1,0,0,2,Set8_Heart,2,1,1,3,Set8_Mascot,6,3,3,4,Set8_OxForce,1,0,0,4,Set8_StarGuardian,1,0,0,4,Set8_Supers,3,3,1,1,,,,,,TFT8_Nasus,,0,3,TFT8_Gangplank,,,0,2,TFT8_LeeSin,,1,2,TFT8_Malphite,,1,2,TFT8_Yuumi,TFT_Item_HextechGunblade,,,1,2,TFT8_Alistar,,,,2,2,TFT8_Nunu,TFT_Item_BrambleVest,TFT_Item_DragonsClaw,,6,1,,,,,,,,,,,,,,,,,,,,,,TFT8_Item_MascotEmblemItem,TFT_Item_Redemption,,,TFT_Item_InfinityEdge,,,,,TFT_Item_RabadonsDeathcap,TFT_Item_TitansResolve,TFT_Item_RapidFireCannon,,,,,,,,
TFT8_Augment_SylasCarry,TFT8_Augment_AnimaSquadTrait,TFT7_Augment_TomeOfTraits2,24,7,8,JuqDU5XxRB2VDHz-3iAFZ3tgseHuYGZb6FI1YnfTgeVzMkK_phxGa6cW2v4eMZ3wbC4rdFF_t8hhzw,1395.56665,27,Set8_Ace,1,1,1,2,Set8_Aegis,1,0,0,4,Set8_AnimaSquad,7,4,3,3,Set8_Brawler,2,1,1,4,Set8_Defender,1,0,0,3,Set8_Duelist,1,0,0,4,Set8_GenAE,1,0,0,2,Set8_Hacker,1,0,0,3,Set8_Mascot,2,1,1,4,Set8_OxForce,1,0,0,4,Set8_Prankster,2,1,1,2,TFT8_Sylas,,0,2,TFT8_Jinx,TFT_Item_SpearOfShojin,,1,2,TFT8_Vayne,,2,2,TFT8_Riven,,2,2,TFT8_Alistar,TFT8_Item_AnimaSquadEmblemItem,,,2,2,TFT8_Zoe,TFT8_Item_MascotEmblemItem,,,2,1,TFT8_MissFortune,,,,4,1,,,,,,,,,,,,Set8_Recon,1,0,0,3,Set8_Renegade,1,0,0,2,,,,,TFT_Item_RedBuff,,,,,,TFT_Item_IonicSpark,TFT8_Item_BrawlerEmblemItem,TFT_Item_Chalice,,,,,,,
TFT8_Augment_SivirCarry,TFT7_Augment_Preparation,TFT7_Augment_TomeOfTraits2,33,9,5,gkxIjuvp6J7iDCOYutBowcUVgdNbulafy9adm6JV8ND3if6uRj1H2k131moT6VDFBXbLklAr_mKJrQ,1945.785278,112,Set8_Ace,1,1,1,2,Set8_Aegis,3,2,2,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,2,1,1,4,Set8_Channeler,1,0,0,4,Set8_Civilian,3,3,3,3,Set8_Deadeye,4,3,2,2,Set8_Forecaster,1,3,1,1,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_Prankster,1,0,0,2,TFT8_Sivir,,1,2,TFT8_Vi,,,1,2,TFT8_Alistar,,2,2,TFT8_Ekko,,4,2,TFT8_Samira,TFT_Item_Bloodthirster,TFT_Item_LastWhisper,,4,2,TFT8_Sejuani,TFT8_Item_CivilianEmblemItem,,,4,2,TFT8_Janna,,,,6,1,TFT8_Urgot,TFT_Item_SeraphsEmbrace,TFT8_Item_DeadeyeEmblemItem,TFT_Item_GuardianAngel,,6,1,TFT8_Aphelios,,6,1,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,1,0,0,4,,,,,,TFT_Item_DragonsClaw,TFT_Item_RedBuff,,TFT_Item_GuinsoosRageblade,,,,,,TFT_Item_LastWhisper,Set8_Threat,1,0,1,1
TFT8_Augment_EzrealSupport,TFT8_Augment_ReconTrait,TFT6_Augment_WoodlandCharm,38,8,1,6GQ4m3EVN-pzH9QP6WpQbp6zx-0uN3MWBc-BDyAMXi3U_2TY5HDGOvaKJjp9tpVvdfKYYe3WJ1PNGA,2222.122803,168,Set8_AnimaSquad,1,0,0,3,Set8_Channeler,1,0,0,4,Set8_Civilian,1,1,1,3,Set8_Duelist,1,0,0,4,Set8_Forecaster,1,3,1,1,Set8_Recon,4,3,3,3,Set8_StarGuardian,1,0,0,4,Set8_Threat,4,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,TFT8_Ezreal,,1,2,TFT8_Vayne,TFT_Item_Shroud,,2,2,TFT8_Chogath,,2,3,TFT8_Rammus,,2,3,TFT8_Kaisa,TFT_Item_HextechGunblade,TFT_Item_MadredsBloodrazor,,2,3,TFT8_Zac,,,,4,2,TFT8_Janna,,,,6,1,TFT8_Urgot,TFT_Item_ThiefsGloves,TFT_Item_PowerGauntlet,TFT_Item_Shroud,,6,1,TFT8_Chogath,,2,3,,,,,,,,,,,TFT_Item_DragonsClaw,TFT_Item_WarmogsArmor,,,,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_GuinsoosRageblade,,,,TFT_Item_GuinsoosRageblade,TFT_Item_Quicksilver,,,,,,
TFT8_Augment_PoppyCarry,TFT6_Augment_Electrocharge1,TFT6_Augment_RadiantRelics,33,7,4,IfmQcIh2hWlCOyyyA-P9Ow2HcEvNT4P3WbsixaO7iM2iYCIv81zA3dPGuHEifgFJ5WT_arYncHI6Yg,1952.960327,82,Set8_AnimaSquad,2,0,0,3,Set8_Brawler,1,0,0,4,Set8_Channeler,1,0,0,4,Set8_Defender,4,3,2,3,Set8_ExoPrime,1,0,0,2,Set8_GenAE,3,1,1,2,Set8_Hacker,1,0,0,3,Set8_OxForce,1,0,0,4,Set8_Prankster,2,1,1,2,Set8_StarGuardian,1,0,0,4,,,,,,TFT8_Poppy,,0,3,TFT8_WuKong,TFT_Item_FrozenHeart,,0,3,TFT8_Jinx,,1,2,TFT8_Annie,,1,2,TFT8_Rell,,,,1,2,TFT8_Riven,TFT8_Item_Sunfire_GenAE,,,2,2,TFT8_Zoe,TFT_Item_Morellonomicon,TFT_Item_SpearOfShojin,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,TFT_Item_DragonsClaw,TFT_Item_ThiefsGloves,TFT_Item_WarmogsArmor,TFT_Item_BrambleVest,,TFT_Item_MadredsBloodrazor,TFT5_Item_IonicSparkRadiant,TFT_Item_BrambleVest,TFT_Item_GargoyleStoneplate,TFT_Item_BrambleVest,,,,,,
TFT8_Augment_SylasCarry,TFT6_Augment_ItemGrabBag1,TFT6_Augment_ItemGrabBag2,34,8,3,w6TxMvdhw264O6LuUkgWzNpEQkzxuUSeuzeJJq27YjNVosWXZMYVd4Wjbwh8W_36V_bXnMpRcoT5Gg,2021.504639,126,Set8_Aegis,2,1,1,4,Set8_AnimaSquad,3,1,1,3,Set8_Arsenal,1,3,1,1,Set8_Deadeye,1,0,0,2,Set8_Mascot,2,1,1,4,Set8_OxForce,4,2,2,4,Set8_Prankster,2,1,1,2,Set8_Renegade,3,3,1,2,Set8_StarGuardian,1,0,0,4,,,,,,,,,,,TFT8_Sylas,,0,3,TFT8_Talon,TFT_Item_RabadonsDeathcap,,0,3,TFT8_Nasus,,0,2,TFT8_Jinx,,1,2,TFT8_Alistar,,,,2,2,TFT8_Ekko,,,,4,2,TFT8_Viego,TFT_Item_IonicSpark,TFT_Item_RabadonsDeathcap,,4,2,TFT8_Aphelios,TFT_Item_RunaansHurricane,TFT_Item_Bloodthirster,,,6,1,,,,,,,,,,,,,,,TFT_Item_Zephyr,,,,TFT_Item_WarmogsArmor,,,,,TFT_Item_TitansResolve,TFT_Item_Redemption,TFT_Item_BrambleVest,TFT_Item_StatikkShiv,TFT_Item_UnstableConcoction,,,,,,
TFT8_Augment_KayleCarry,TFT6_Augment_SecondWind1,TFT6_Augment_VerdantVeil,38,9,2,0TEot0jviEFSD5zvyZC0221IouJp0oP-1A5MVc1-W5N6CFp3CvabYnzWlukDEB4c4nX9GTmmTi10_g,2222.122803,156,Set8_AnimaSquad,1,0,0,3,Set8_Brawler,1,0,0,4,Set8_Duelist,8,4,4,4,Set8_Hacker,1,0,0,3,Set8_Heart,1,0,0,3,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_Recon,1,0,0,3,Set8_SpaceCorps,2,0,0,4,Set8_StarGuardian,1,0,0,4,Set8_Supers,3,3,1,1,TFT8_Kayle,,0,3,TFT8_Gangplank,,,0,2,TFT8_Fiora,,1,3,TFT8_LeeSin,,1,3,TFT8_Malphite,,,,1,1,TFT8_Yasuo,,,,1,1,TFT8_Vayne,,,,2,1,TFT8_Nilah,TFT8_Item_OxForceEmblemItem,TFT_Item_NeedlesslyLargeRod,,,2,2,TFT8_Zed,,4,1,Set8_UndergroundThe,1,0,0,4,,,,,,TFT_Item_FrozenHeart,TFT_Item_Redemption,TFT_Item_Shroud,,TFT_Item_HextechGunblade,TFT_Item_RedBuff,TFT8_Item_DuelistEmblemItem,TFT_Item_FrozenHeart,,,TFT_Item_LastWhisper,TFT_Item_PowerGauntlet,,,,,,,,
TFT8_Augment_SivirCarry,TFT6_Augment_ThrillOfTheHunt1,TFT6_Augment_CyberneticImplants3,28,9,7,IF3kx3C_e2kRTBicmkYppno-gVnirkHoRYBcmlG3geCvchSE__icoEAYeu-lGxTJJ2I5VOTG4Pc_RQ,1667.129395,62,Set8_Aegis,3,2,2,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,1,0,0,4,Set8_Channeler,1,0,0,4,Set8_Civilian,1,1,1,3,Set8_Corrupted,1,3,1,1,Set8_Deadeye,2,1,1,2,Set8_ExoPrime,1,0,0,2,Set8_Forecaster,1,3,1,1,Set8_GenAE,1,0,0,2,Set8_Mascot,2,1,1,4,TFT8_Alistar,,2,2,TFT8_Senna,TFT_Item_SparringGloves,,2,2,TFT8_Ekko,,4,1,TFT8_Sejuani,,4,2,TFT8_Nunu,TFT_Item_BFSword,TFT_Item_TitansResolve,,6,2,TFT8_Janna,,,,6,1,TFT8_Aphelios,TFT_Item_SpearOfShojin,TFT_Item_LastWhisper,,6,1,TFT8_Leona,TFT_Item_ChainVest,,,,6,1,TFT8_Fiddlesticks,,6,1,Set8_OxForce,2,1,1,4,Set8_Prankster,1,0,0,2,TFT_Item_RecurveBow,,,,TFT_Item_ChainVest,TFT_Item_NeedlesslyLargeRod,,,,,,,,,TFT_Item_HextechGunblade,Set8_Renegade,1,0,0,2
TFT8_Augment_DravenCarry,TFT6_Augment_Distancing,TFT6_Augment_MaxLevel10,30,8,6,t5lnvjlGvNBtbqxkMe_6pWSuSwy0_Wfnikdx802h1dZyKdZql-_H08g4d2TIPG3ZKJAlWoZd4b9PQA,1759.424561,51,Set8_Ace,1,1,1,2,Set8_Brawler,2,1,1,4,Set8_Corrupted,1,3,1,1,Set8_Defender,1,0,0,3,Set8_Duelist,1,0,0,4,Set8_ExoPrime,3,1,1,2,Set8_Heart,2,1,1,3,Set8_Mascot,2,1,1,4,Set8_StarGuardian,1,0,0,4,Set8_Supers,3,3,1,1,Set8_Threat,1,0,1,1,TFT8_Gangplank,,0,2,TFT8_WuKong,,,0,2,TFT8_Draven,,1,3,TFT8_LeeSin,,1,3,TFT8_Malphite,TFT_Item_Redemption,TFT_Item_WarmogsArmor,,1,3,TFT8_Yuumi,TFT_Item_TearOfTheGoddess,,,1,2,TFT8_Jax,,,,2,2,TFT8_Fiddlesticks,TFT_Item_TitanicHydra,,,,6,1,,,,,,,,,,,,,,,TFT_Item_LastWhisper,TFT_Item_HextechGunblade,TFT_Item_JeweledGauntlet,,,TFT_Item_RedBuff,,,TFT_Item_DragonsClaw,,,,,,,,,,,
TFT8_Augment_BlitzcrankCarry,TFT6_Augment_MaxLevel10,TFT8_Augment_HeartEmblem,38,10,1,JuqDU5XxRB2VDHz-3iAFZ3tgseHuYGZb6FI1YnfTgeVzMkK_phxGa6cW2v4eMZ3wbC4rdFF_t8hhzw,2252.30249,207,Set8_Admin,4,3,2,3,Set8_Aegis,1,0,0,4,Set8_Brawler,2,1,1,4,Set8_Channeler,2,1,1,4,Set8_Corrupted,1,3,1,1,Set8_Hacker,1,0,0,3,Set8_Heart,6,3,3,3,Set8_Mascot,1,0,0,4,Set8_Prankster,1,0,0,2,Set8_Renegade,1,0,0,2,Set8_StarGuardian,3,1,1,4,TFT8_Blitzcrank,,0,2,TFT8_Camille,,,1,2,TFT8_LeeSin,,1,2,TFT8_Yuumi,,1,2,TFT8_Sona,TFT_Item_StatikkShiv,,,2,2,TFT8_Leblanc,TFT8_Item_HeartEmblemItem,,,2,2,TFT8_Ekko,,,,4,2,TFT8_Soraka,TFT_Item_SeraphsEmbrace,TFT_Item_JeweledGauntlet,TFT_Item_MadredsBloodrazor,,4,2,TFT8_Syndra,,6,2,Set8_Supers,1,0,0,1,Set8_Threat,1,0,1,1,,,,,TFT_Item_GargoyleStoneplate,TFT_Item_ChainVest,,,,,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,,,TFT_Item_Chalice,Set8_UndergroundThe,1,0,0,4
TFT8_Augment_LuxCarry,TFT6_Augment_Twins3,TFT6_Augment_JeweledLotus,34,8,3,w6TxMvdhw264O6LuUkgWzNpEQkzxuUSeuzeJJq27YjNVosWXZMYVd4Wjbwh8W_36V_bXnMpRcoT5Gg,2044.504761,130,Set8_Aegis,1,0,0,4,Set8_Channeler,2,1,1,4,Set8_Defender,1,0,0,3,Set8_GenAE,1,0,0,2,Set8_Heart,1,0,0,3,Set8_Mascot,2,1,1,4,Set8_OxForce,2,1,1,4,Set8_StarGuardian,3,1,1,4,,,,,,,,,,,,,,,,TFT8_Lux,,0,2,TFT8_Lux,TFT_Item_SeraphsEmbrace,,0,3,TFT8_Annie,,1,3,TFT8_Annie,,1,2,TFT8_Rell,,,,1,2,TFT8_Rell,,,,1,2,TFT8_Yuumi,TFT_Item_ThiefsGloves,TFT_Item_SpearOfShojin,,1,2,TFT8_Alistar,,,,,2,2,,,,,,,,,,,,,,,TFT_Item_IonicSpark,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,,TFT_Item_RabadonsDeathcap,,,,,TFT_Item_GuardianAngel,TFT_Item_ArchangelsStaff,,TFT_Item_HextechGunblade,TFT_Item_MadredsBloodrazor,,,,,,
TFT8_Augment_EzrealSupport,TFT6_Augment_GachaAddict,TFT6_Augment_ComponentGrabBag,31,8,4,WUS30hyksX_RLIeaBUASRzd0aEE6Dr3fkDMBYj9TlgtotoUMxY_Owqj2U-HfwEDHWtQsi-9I7EZsdQ,1869.376831,110,Set8_AnimaSquad,1,0,0,3,Set8_Duelist,1,0,0,4,Set8_Recon,4,3,3,3,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,1,0,0,4,Set8_Threat,4,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,,,,,,TFT8_Ashe,,0,2,TFT8_Ezreal,,,1,2,TFT8_Vayne,,2,3,TFT8_Chogath,,2,3,TFT8_Rammus,TFT_Item_Redemption,TFT_Item_GargoyleStoneplate,,2,2,TFT8_Kaisa,TFT_Item_StatikkShiv,TFT_Item_HextechGunblade,,2,3,TFT8_Zac,,,,4,1,TFT8_Urgot,,,,,6,1,,,,,,,,,,,,,,,TFT_Item_Bloodthirster,TFT_Item_Deathblade,,TFT_Item_GuinsoosRageblade,TFT_Item_Shroud,TFT_Item_ThiefsGloves,TFT_Item_Bloodthirster,TFT_Item_DragonsClaw,,,,,,,,,,,,
TFT8_Augment_RellCarry,TFT6_Augment_GachaAddict,TFT6_Augment_Battlemage2,28,7,5,w4qifp607nM8ki_YCrnEnBhMUwklroyUlc1dFyMZYe750BE2pyH8ppC9Nf7ptxGB_BfSBt2h2JXXDA,1708.935181,60,Set8_Ace,1,1,1,2,Set8_AnimaSquad,1,0,0,3,Set8_Brawler,1,0,0,4,Set8_Defender,1,0,0,3,Set8_Duelist,2,1,1,4,Set8_Heart,2,1,1,3,Set8_Mascot,2,1,1,4,Set8_StarGuardian,3,1,1,4,Set8_Supers,3,3,1,1,,,,,,,,,,,TFT8_Gangplank,,0,3,TFT8_Rell,TFT_Item_IonicSpark,,1,3,TFT8_LeeSin,,1,3,TFT8_Malphite,,1,3,TFT8_Yuumi,TFT_Item_JeweledGauntlet,TFT_Item_PowerGauntlet,,1,3,TFT8_Nilah,TFT_Item_DragonsClaw,,,2,3,TFT8_MissFortune,,,,4,1,,,,,,,,,,,,,,,,,,,,,,TFT_Item_LastWhisper,,,,,TFT_Item_GiantsBelt,,,,,,,TFT_Item_FrozenHeart,TFT_Item_RedBuff,,,,,,
TFT8_Augment_EzrealSupport,TFT6_Augment_RadiantRelics,TFT6_Augment_CelestialBlessing2,38,9,2,t5lnvjlGvNBtbqxkMe_6pWSuSwy0_Wfnikdx802h1dZyKdZql-_H08g4d2TIPG3ZKJAlWoZd4b9PQA,2252.30249,168,Set8_Ace,1,1,1,2,Set8_Aegis,4,3,3,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,2,1,1,4,Set8_Deadeye,2,1,1,2,Set8_ExoPrime,1,0,0,2,Set8_GenAE,1,0,0,2,Set8_Mascot,2,1,1,4,Set8_OxForce,2,1,1,4,Set8_Prankster,1,0,0,2,Set8_Renegade,1,0,0,2,TFT8_Vi,,1,2,TFT8_Alistar,,,2,2,TFT8_Ekko,,4,2,TFT8_Samira,,4,1,TFT8_Sejuani,TFT_Item_RedBuff,TFT5_Item_IonicSparkRadiant,,4,2,TFT8_Nunu,TFT_Item_ThiefsGloves,TFT_Item_UnstableConcoction,,6,2,TFT8_Urgot,TFT_Item_RunaansHurricane,TFT_Item_UnstableConcoction,,6,2,TFT8_Aphelios,TFT_Item_GuinsoosRageblade,TFT_Item_InfinityEdge,TFT_Item_MadredsBloodrazor,,6,2,TFT8_Leona,,6,2,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,1,0,0,4,TFT_Item_TitanicHydra,,,TFT_Item_Zephyr,,,,,,TFT_Item_LastWhisper,,,,,TFT_Item_Zephyr,Set8_Threat,1,0,1,1
